user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,Column1,compliment_photos,,,
9gE2EFzgE1UFizEkVfQ8Ag,Jason,6,20/05/2014 23:59,2,2,1,0,3.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
9GMIT4SRcfWazK-Won-T8w,Melissa,6,03/06/2014 22:57,4,1,0,0,2.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
9gwTzHPxqWwTJcOtoHNWUw,Ryan,16,13/03/2013 00:38,11,4,4,1,4.56,0,0,0,0,0,0,0,1,1,0,1,0,,,
9HGCxCXr9BmxxSaOqueL5Q,Jenn,3,26/05/2016 22:35,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
9hl8IVy2mFmAC7yicD0ppA,Ron,128,13/11/2011 15:24,209,46,66,3,3.76,4,0,0,0,0,5,10,7,7,1,1,0,,,
9hMqNBBpTl3lBy6qCAyu-A,Eli,614,28/09/2010 00:55,1317,420,568,33,4.4,21,8,1,4,1,34,49,30,30,17,1,1,,,
9hMwWvO7LEXUKU13gzCrvQ,Tessa,12,03/11/2012 18:52,15,3,2,1,4.83,0,0,0,0,0,0,0,0,0,0,1,0,,,
9HwooVoUKfK5iGj0RlGo0Q,CB,18,13/06/2010 01:56,49,8,7,0,3.44,0,0,0,0,0,0,0,0,0,1,1,0,,,
9ITxP_TfDAiS1DFiYXgMog,Maritza,40,08/03/2016 00:00,31,10,19,1,3.95,0,0,0,0,0,1,0,0,0,0,1,0,,,
9K3Oa0GNd2zc__2oIAL-RQ,Celia,35,28/01/2010 05:11,50,15,7,1,4.11,0,0,0,0,0,0,0,0,0,0,1,0,,,
9kI5e5DzcCCODaaTzH2czw,Brooke,20,03/07/2013 02:14,11,5,6,2,3.55,0,0,0,0,0,0,0,0,0,0,1,1,,,
9KPEd4l0S-dlWiXWtthtrA,David,813,07/05/2009 00:20,3756,2452,2355,109,3.69,117,19,8,4,4,195,739,448,448,171,1,27,,,
9LshQz0NSdiP4uyaXvb3Pw,JimandPam,3,05/07/2015 16:37,3,0,1,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
9N_EZnvtz-XCkgRNVI_21g,Kelly,10,21/04/2013 22:53,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,,
9NFN7QERdnKEsGhlfHKHsQ,Michelle,87,11/07/2011 16:51,40,19,17,4,3.91,1,1,1,0,0,1,0,0,0,0,1,0,,,
-9NktfC1gzMoWHlnW6dacw,Lisa,5,31/08/2009 21:32,9,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
9O1cTap-XLI5nO-JHj6TxQ,Z,37,08/09/2014 18:28,49,10,13,1,3.74,0,0,0,0,0,0,1,0,0,0,1,0,,,
9oyHrgBNniN-NnkxAGJtPw,Meredith,1,14/03/2016 14:44,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
9pNcdrQLWWrX0vEGGJlEbg,Erica,408,14/01/2012 22:52,1037,237,510,37,3.77,10,1,0,1,0,11,16,16,16,4,1,3,,,
9pVFDQWBnZK9_5BNcfJkWw,Isabel,4,10/09/2011 01:23,7,9,0,0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
9qBmpEO5SUzPfQc2-qaVhw,Alanah,3,02/10/2016 04:42,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
9QFgn3oe_HqX0ewc1bpA1Q,Heather,4,06/10/2017 00:16,1,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
9RkL3lRhtAkPUIVyB8_07Q,Eric,118,01/07/2007 06:00,125,55,66,5,3.87,0,0,0,0,0,3,4,6,6,1,1,0,,,
9RmHExECkNYELd1zwtDJZQ,Lisa,10,02/11/2010 03:02,9,2,4,0,4.63,2,2,0,0,0,0,1,3,3,1,1,0,,,
9s0619fxzS6M-X4pVS7W_A,Megan,144,27/04/2010 17:28,357,128,181,18,4.07,10,3,0,3,0,4,2,13,13,8,1,5,,,
9scKsi8b12_cGxz98klNPQ,Eric,9,19/12/2012 23:49,12,1,0,0,4.11,0,0,0,0,0,0,0,0,0,0,1,0,,,
9si69aLDkd-OajvMm5SI9A,Kay,3,05/04/2014 17:30,4,1,0,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
9uE0smG2bwgkI95RPj0lPQ,Su-shien,433,02/04/2008 22:01,1512,527,695,48,4.32,79,11,3,1,2,72,98,132,132,52,1,4,,,
9vDS2XszDNpfIemnL7kuqw,Jacquitta,4,20/03/2015 22:32,4,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
9VQFjpAq3X7koeDDNQV4Rg,Nicole,5,25/02/2015 01:10,3,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
9W2B1i_uf6QnjNRRx91DTg,Jeanne,32,04/05/2015 16:17,35,2,3,1,3.08,0,0,0,0,0,1,1,0,0,0,1,1,,,
9WLvUB99K5PWxuYfqP9puQ,Shannon,15,04/10/2011 23:49,2,0,2,0,4.19,0,0,0,0,0,0,0,0,0,0,1,0,,,
9wpybkyEwI5xvA9Bm9E1ig,Shawn,7,08/06/2014 03:06,14,6,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,,,
9X3eT9PhX6FdzdQQCjFKBQ,L,9,31/07/2011 02:53,4,0,0,0,4.45,0,0,0,0,0,1,0,0,0,0,1,0,,,
9XPcu19pmQ6JZ9YsATU_pw,Belinda,224,18/07/2015 06:25,65,8,12,6,3.92,0,0,0,0,0,0,3,2,2,0,1,2,,,
9z9-qdLBeV3xI0KFzldoNQ,Charlie,26,30/03/2010 23:35,26,4,13,0,4.69,0,0,0,0,0,0,0,0,0,0,1,0,,,
9zEr_yHvIKVQ7m0VDnc7gg,Ange,525,23/11/2010 23:41,1374,1169,784,54,4.11,126,13,6,6,8,167,369,219,219,55,1,21,,,
9ZHukVuKHWVdZtwQexACIg,Kathy,36,07/09/2015 13:19,25,1,8,0,4.08,0,0,0,0,0,1,2,0,0,1,1,0,,,
a_YaKMKSord4V0GNhARh-g,Annie,3,10/03/2018 17:10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
A_Z-BO8MxWavSFrQ0kg2Fw,Deanna,537,19/09/2010 02:01,921,238,426,26,4.23,28,5,5,0,0,20,30,57,57,18,1,11,,,
A0j21z2Q1HGic7jW6e9h7A,Georgie,1276,02/07/2010 16:21,22434,15335,19783,499,3.68,2218,318,430,35,33,2073,4183,4678,4678,1345,1,1342,,,
a0ZOuzxb-MSyiuMM00mwag,Bobby,18,08/04/2015 23:27,33,6,1,1,2.78,0,0,0,0,0,0,1,0,0,0,1,0,,,
A1Vw2EIxu-1vl8ReylzEAA,Tianna,3,26/08/2017 22:04,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
A21CB0g1QzhjvT6r9B5kig,Ann,11,21/06/2016 20:16,0,0,1,0,3.57,0,0,0,0,0,0,0,0,0,0,1,0,,,
a26cKTkygjkxxs_s88Jm7g,Heidi,10,11/04/2011 11:45,2,0,1,0,4.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
A2pZNn1RKhcy2UOgkbmQoA,Karl,31,04/02/2013 15:16,72,21,30,3,3.54,0,1,0,0,0,2,2,1,1,0,1,1,,,
a3tGYP1q3meIvu1Y9DPxAw,Rosemary,145,20/07/2010 19:42,78,23,8,2,2.83,0,2,0,0,0,4,0,1,1,0,1,1,,,
A41LAyapUHmX7hHGOOqX1A,Phyllis,16,26/07/2011 02:39,69,9,12,1,4.06,0,0,0,0,0,0,3,0,0,0,1,0,,,
A4wE1x2GFZxXdU2gW7BqEw,Mark,19,30/06/2007 21:15,23,8,4,0,2.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
A5iHq6-HetN9onpTxuuKPQ,saty,10,31/05/2008 05:44,5,0,2,0,4.36,0,0,0,0,0,0,0,0,0,0,1,0,,,
A6800i8R53BjfDxTP8yGlg,Maxmillian,10,26/12/2013 21:34,3,1,1,0,4.18,0,0,0,0,0,0,0,0,0,0,1,0,,,
A6qfEd2o48oqyY1lELNpHg,Jessica,19,13/10/2012 01:01,18,5,5,2,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
A7l4_2PpjJK5Y-vjkW9v_w,Wade,28,29/07/2010 23:02,12,1,6,1,4.57,0,0,0,0,0,0,0,0,0,0,1,0,,,
A7Uziq2Rm8F5xevaMrAbjQ,Jozie,303,16/05/2012 14:04,1664,844,1106,26,3.99,187,42,21,4,7,142,529,314,314,151,1,48,,,
A8_lwQyP6HAvbcAaQ1d8AA,Anthony,3,21/06/2016 23:12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
aA5DgDHTYyH9HJ2Ahg6IKw,Kurt,114,10/12/2012 16:54,528,269,272,14,3.54,17,3,0,0,2,8,42,69,69,27,1,2,,,
aAWbLN20I1oL7zmc9KONXQ,Jadelyn,2,21/03/2017 21:54,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
abDVSuOm3n3UrH-jtV3oNA,Kaity,73,20/03/2017 19:00,133,17,72,16,4.42,5,1,0,0,0,0,23,6,6,6,1,4,,,
AbVdT3VAgGKhaH7XTi8iew,Veronica,133,24/05/2011 02:43,175,54,97,15,3.99,3,0,0,1,0,8,23,6,6,6,1,6,,,
AbVuKaMre3JjnpLLHwHuUw,Julie,38,02/06/2011 19:57,27,4,10,0,3.92,0,0,0,0,0,0,0,0,0,0,1,0,,,
ABYkR0nsbUSDNQsssNp9mw,Steve,2,09/01/2013 22:21,5,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,,,
aC6lEtaTGK9b3iTXV50wQw,Valerie,78,18/06/2013 20:44,50,15,15,0,3.6,0,0,0,0,0,1,0,0,0,0,1,0,,,
AcaMnd74WYkIuTNWp47oBg,Breanna,3,07/09/2015 02:41,3,1,2,0,2.33,0,0,0,0,0,0,0,0,0,0,1,1,,,
aCiaqNVF96Lvw5bDEGbCHg,Tim,114,11/10/2007 16:00,267,62,164,13,3.86,11,3,2,1,0,4,6,20,20,8,1,1,,,
aCp1HRfU6Y0ZGGUCRZLHWQ,MyEverything13o,1,29/12/2016 22:58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
ACS7cqe9s3geFdbGeJwr-Q,renee,14,02/10/2011 14:19,42,1,2,0,2.64,0,0,0,0,0,0,0,0,0,0,1,0,,,
ACwN3HGetqPVhAgGKzdnsA,April,501,17/08/2011 23:38,993,309,403,19,3.79,11,1,2,2,0,25,28,19,19,21,1,5,,,
ad_XdCCPpcBtOFW77y5WAQ,Porsha,5,22/11/2017 00:20,1,0,1,0,3.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
AD5ehG7BTjw0wJOADmmxPQ,Marilyn,26,28/07/2015 22:23,26,5,7,1,4.21,0,0,0,0,0,3,1,0,0,0,1,0,,,
aDpfWJNoTaBQQUu67dlxKQ,Dillan,2,28/07/2014 18:34,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
ADZ9PDE_wIYKouH7fO9GJQ,Jennifer,113,15/06/2013 16:12,37,10,12,2,3.9,0,0,0,0,0,1,1,0,0,0,1,0,,,
AE3ltg5F6nD_7okRmBweIQ,Seann,26,10/10/2011 01:46,2,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,1,0,,,
aeBRNfABJWkTFuTsJxgPwg,Sarah,8,29/03/2011 23:15,12,3,6,3,4.5,2,1,0,0,0,2,0,2,2,0,1,0,,,
aeuo-PdHqd4IQSoH-Kueyg,David,196,16/09/2014 20:03,283,160,193,12,3.73,2,2,0,0,0,11,13,8,8,8,1,6,,,
AEYkQOjfmtMpfKV6alUUFg,Stephanie,13,17/02/2014 22:15,27,15,16,2,4,2,0,0,0,0,0,2,3,3,2,1,0,,,
aF2zZHEw-kkN9sgNnBeNNw,Koz,273,09/10/2010 04:26,396,88,84,8,3.59,3,1,0,0,0,14,19,13,13,2,1,4,,,
AfnZgt0OYzFtTjJgl7OBRA,Brea,17,01/08/2013 17:39,37,3,7,0,4.59,0,0,0,0,0,0,0,0,0,0,1,0,,,
AgCFV8zYU-tH9CA5_NPzug,Rudy,3,26/11/2016 04:02,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
agkoB0llKTsb7Axt-Q9kUg,Chowanarome,15,01/07/2014 17:10,3,0,2,2,4.53,1,0,0,0,0,0,1,0,0,0,1,0,,,
Agp0Vq8LboOrlRypBZ8E5w,Anthony,73,17/05/2011 04:48,121,50,52,13,3.86,3,0,0,0,0,6,12,9,9,0,1,5,,,
aGp9wE26N1G4qpfZPleoAw,Andy,7,15/04/2016 16:37,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
AH6saVWFLyYs7PGETYsBGA,Stacy,2,06/07/2012 20:07,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
ahh9RJ9YZhOtDG4nWVe8cw,Dawn,32,12/08/2013 13:11,24,3,5,1,3.24,0,1,0,0,0,0,1,1,1,0,1,0,,,
AhjiFJ5ID9OG2DRG44MnpQ,Jason,10,30/12/2013 17:18,4,2,2,0,3.9,0,0,0,0,0,0,0,0,0,0,1,0,,,
aHkimxb7GeUqulGhwMfhrA,Dean,14,20/08/2013 18:01,4,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,1,0,,,
Ai7iG-6YoIrdixnNYkFWzg,Alexandra,68,29/06/2011 01:46,52,12,31,3,4.59,2,0,0,0,0,0,1,0,0,1,1,0,,,
AiXrGyvVvLZIxdtCpZ1fYA,Gelareh,47,25/06/2015 04:33,6,5,1,0,4.09,0,0,0,0,0,0,0,0,0,0,1,0,,,
aJC7ZUEy2UXX24Tb2mj0aw,Danielle,5,16/04/2016 01:13,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,1,0,,,
AjD0iTdvxA04EhvRhIJm8w,Ron,62,26/02/2011 21:46,86,12,16,3,4.86,0,0,0,0,0,1,0,2,2,1,1,0,,,
aJQGnY9DOHNhZUSfR86N3Q,Madison,57,03/03/2015 23:12,68,17,22,4,3.9,0,0,0,0,0,1,1,0,0,3,1,0,,,
ajSJSvFwhxwf_0FHkEomSg,Master,18,10/01/2013 05:53,24,6,3,0,3.1,0,0,0,0,0,1,1,0,0,0,1,0,,,
aKE_9UZKXXHJv8vzHU2j4w,Kristan,72,10/01/2013 02:54,110,19,21,0,3.51,0,2,0,0,0,3,1,2,2,0,1,0,,,
AL2IYWAErv8Z5GwxClTmsw,Ashley,22,20/01/2016 20:28,40,9,22,1,4.09,0,1,0,0,0,2,0,0,0,0,1,0,,,
A-LgicZfaLDzApGmXeLn6A,G,20,22/07/2013 22:26,19,3,0,0,2.33,0,0,0,0,0,1,1,0,0,0,1,0,,,
ALnRR4qm8bz0lceSFN7RLQ,Trevor,2,17/10/2014 18:16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
aLsIyi6B1uF-A9-hUSIMBg,Toni,8,05/09/2011 23:10,16,1,2,2,4.25,0,0,0,0,0,0,1,0,0,1,1,0,,,
aLXpgfLh0lvTxHrfng2ONA,Tammy,18,25/09/2012 19:39,100,10,10,1,4.63,0,0,0,0,0,0,1,0,0,0,1,0,,,
aM0WlzTlY49o2q9lEawV7w,Robert,1,29/11/2013 23:01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
aMItMJtORkQ0XfPGonhDlQ,Glo,15,03/05/2008 01:38,22,3,2,1,3.1,0,0,0,0,0,0,0,0,0,0,1,0,,,
AN2m1dxk90mc3nytBxZh4A,Super,18,22/01/2011 15:09,6,1,0,0,4.26,0,0,0,0,0,0,0,0,0,0,1,0,,,
an8HlfMajCvMfFmJhXWsOw,Kristy,4,17/07/2015 00:58,8,1,2,0,2.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
AndT5GJF9UXlhk0US867OA,Mike,25,02/07/2011 02:30,22,4,5,1,4.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
ANfgJXf6JAGsaP8IXoITBQ,Angelica,6,25/08/2014 21:52,13,4,2,0,1.14,0,0,0,0,0,0,0,0,0,0,1,0,,,
AnlDsAZMrAE5GfVxNPaZTA,Xochitl,5,09/01/2013 19:05,14,0,0,0,3.4,0,0,0,0,0,0,1,0,0,0,1,0,,,
ANLu67XOk8YeHmYV0itUIA,Manuel,75,02/01/2012 01:05,78,18,27,3,4.1,0,0,0,0,0,1,2,2,2,2,1,1,,,
aOAqs5leMNiPSbszvE-_Cw,Rob,483,30/01/2012 03:39,881,261,289,25,3.75,4,1,1,0,0,14,23,11,11,17,1,2,,,
aOtIlu2jFW5crOqSsRYNtw,Jen,5,10/08/2015 13:35,2,0,1,0,3.8,0,0,0,0,0,0,0,0,0,0,1,0,,,
aPF1nW2ecOTyFjf3ZCTtnw,Scott,100,30/12/2013 18:25,63,33,56,5,4.36,0,0,0,0,0,0,0,2,2,2,1,0,,,
APIUJS8icFPV30zlprhp6Q,Sean,38,14/09/2012 23:14,105,51,24,4,4.18,0,0,0,0,0,1,1,0,0,1,1,0,,,
APogaT7HWSHVLmtSr95W4w,Missi,1,16/11/2016 15:43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
apyVOYyy81HxQsrEUeBkhA,Michael,1,23/03/2015 16:27,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
AQ_vJS7koZmVPDgqKs24hg,Alexandria,31,28/06/2017 04:30,2,0,1,0,4.58,0,0,0,0,0,0,0,0,0,0,1,0,,,
aQJrm7FkuU5SQov2-9bPBA,Steve,7,19/05/2016 04:37,3,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,1,0,,,
AqKtbbtk29MdUrB6mJCZDQ,laura,24,04/12/2011 03:37,27,41,20,0,4.41,1,0,0,0,0,0,0,1,1,0,1,0,,,
AqMjodrvMPCfY5HuUrw0yA,Ernesto,20,20/05/2014 04:09,3,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,1,0,,,
Aqu4etwTiOSlE23KGs35AA,Jossie,8,15/03/2018 18:12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
AQzfx2t-Hx-OYh9xFN5-LQ,Jay,80,13/08/2010 14:05,76,19,18,0,3.85,1,0,0,0,0,4,0,2,2,0,1,0,,,
ArB5PaZIHlX2XOyBiVbNnA,Laura,5,22/06/2014 12:40,8,0,1,0,2.8,0,1,0,0,0,0,2,0,0,0,1,0,,,
aRHNKBK5ccaLw7NWjz8HPg,Daniel,2,08/11/2013 01:08,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,,,
ArQqQTMX8HZEID8MleWRZw,Doyle,8,09/08/2014 02:46,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
ArURPIPPjd9XBuXyb35M3A,Eva,3,07/05/2012 14:46,6,0,1,0,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
asCP6a41cHqS8AcIvUhIpg,Shayna,21,04/09/2016 21:49,5,1,3,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
asItVgPyD9584jKDkVoR1Q,Cindy,336,11/07/2010 16:32,565,148,293,8,4.06,4,0,0,0,0,4,8,6,6,1,1,6,,,
asL1d04xS3y8YQtU5ota-g,Doug,345,15/09/2012 01:38,8492,4897,7503,220,4.08,445,25,46,6,11,197,939,1108,1108,321,1,521,,,
aSOeVcoRb8fStNfGjRbR5A,Mordy,14,13/07/2014 19:34,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
aSsjbZTrFQhT48GYpeXq0g,Jaime,7,14/12/2015 18:03,3,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,1,0,,,
aT6Ugz0_frr_ixnkEqvwTw,WatchMe,48,29/03/2010 13:51,130,122,30,4,2.18,1,0,0,0,0,6,4,0,0,2,1,0,,,
AtdjQ3PmK8VPHCWwhn65lg,Bill,7,03/09/2015 13:14,9,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
aU2Ao-bO7n8YDk7aovw14A,Rhiannon,48,24/04/2009 07:44,80,9,21,3,4.12,0,0,0,0,0,1,2,0,0,0,1,0,,,
AU3vRZJuig2pBRQ0CcJsTg,Jocelynn,16,01/05/2018 01:12,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,1,0,,,
AUDgIxDcB9w_asJ4PNsRIg,Mike,10,22/04/2017 20:41,2,1,3,1,3.9,0,0,0,0,0,0,0,0,0,0,1,0,,,
AUQF2p5GvdiYWI4huE7fGA,Rebel,13,27/04/2014 21:17,9,1,3,0,4.75,0,0,0,0,0,1,0,0,0,0,1,0,,,
AURsU8mNS57uI9KL8KG2Gw,Meme,57,24/03/2013 02:05,101,25,23,1,4.53,0,0,0,0,0,1,1,0,0,0,1,0,,,
AUXckyjM49DryPtIUj0heQ,B,3,03/12/2016 22:35,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
auYvjZ7SjlTORlOYV8JLEQ,Matt,10,13/02/2011 06:06,22,1,2,1,4.64,0,0,0,0,0,1,0,0,0,0,1,0,,,
Av4XceiXZneccBn2R8eXcg,Pete,11,13/04/2015 01:48,7,2,5,0,4.91,0,0,0,0,0,0,0,0,0,0,1,0,,,
avMSsxvp641H8UCKueLBcw,Bonnie,2,01/05/2014 01:44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
AVmZekwgvRAaCLkVLSiI4w,Alexandra N Joshua,19,27/06/2012 16:56,75,7,9,8,3.39,0,0,0,0,0,0,2,0,0,0,1,0,,,
aVoM2YmnwhtTi4kuGxmKgg,Esther,1,01/10/2015 03:58,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
aVVsOF5pTbaw0XAa6oRmsg,Lindsey,15,15/09/2012 15:25,12,5,3,0,4.87,0,0,0,0,0,0,0,0,0,0,1,0,,,
a-x7UEB0pREhblYRP1Cj-g,Cassandra,96,17/05/2010 00:09,177,32,35,5,3.7,3,1,0,0,0,6,3,4,4,2,1,0,,,
AxF81vbvhgfL6IhUIhHdoA,Justin,15,27/06/2011 00:50,21,3,4,3,3.76,2,2,0,0,0,4,0,2,2,0,1,0,,,
axGqLJ9UWb7P4sBXafOeeA,Ron,70,11/12/2007 23:16,361,320,278,26,3.79,59,6,2,5,0,47,86,72,72,13,1,15,,,
aXuADtwWImTx87Sl4kK68A,Ronda,38,03/03/2013 22:25,35,8,11,0,3.75,0,0,0,0,0,2,0,0,0,0,1,0,,,
aypYfKOXKAZMITsGkkPwuw,Hannes,15,13/01/2013 22:54,10,3,3,0,3.06,0,0,0,0,0,0,0,0,0,0,1,0,,,
aYQzyR0kZSQvhvxBUkhKkQ,Paul,35,22/09/2007 10:07,116,78,63,1,1.89,0,0,0,0,0,2,2,2,2,0,1,0,,,
AYYNXdF0GkzxIQ7cX9nNvw,Tamee,10,23/07/2010 05:42,13,5,1,0,1.82,0,0,0,0,0,0,0,0,0,0,1,0,,,
aZ3QPY2VYaqXG1oezEf48w,Jae,289,02/05/2013 16:03,430,59,160,18,3.97,1,1,1,0,0,2,8,8,8,5,1,8,,,
az8z5CYIRjjepsrcKsLqUA,M,4,17/09/2017 15:24,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
azpaYbPAnDihGpPS3Corsg,Kim,11,29/08/2014 14:15,4,0,0,1,3.55,0,0,0,0,0,1,0,0,0,0,1,0,,,
B_AQdd891BxEBs3Crfg8bA,Cic,13,28/05/2013 22:15,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,1,0,,,
b_Imk8zvDmiuVLj18PSs4w,Michelle,79,15/09/2010 19:49,69,17,13,3,3.14,3,0,0,0,0,1,0,0,0,2,1,0,,,
B0MYSwBI9mDAkEu_Z-yh7g,Toma,15,23/09/2012 18:54,7,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
b3DYIU3TFc4gy9H_50_hUA,Tori,251,30/08/2010 04:54,408,89,123,13,3.72,6,0,1,0,0,5,5,6,6,8,1,0,,,
B3y_B2JY0qI-RuBv6oRvKQ,Lei,5,02/03/2015 17:46,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
b4Yc57CUN5VKGS-bIvcbwg,Cristi,14,15/01/2012 04:53,24,0,4,1,4.81,1,0,0,0,1,0,0,2,2,0,1,0,,,
B64SrV5hpvJuYwogbYpDnQ,Jacqueline,4,26/09/2014 16:59,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
B7AjB8W2BWJtXPjweJs9pw,Arana,321,28/06/2010 19:17,1006,481,548,29,3.83,63,2,3,2,0,35,86,111,111,19,1,3,,,
B820kFgFc1HyTFIuMoWH-w,Jon,213,08/09/2010 22:17,266,143,88,12,3.48,6,1,1,0,0,15,10,13,13,0,1,0,,,
b87x38vm-w8rlFfIQHKpTw,Tiffany,25,22/07/2015 03:10,18,7,1,0,3.13,0,0,0,0,0,1,0,0,0,0,1,2,,,
b8gxtU15kJjwLk7usLSLvw,Lina,4,07/12/2014 12:59,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
B9gusi5gwLkEz4XXwUT2JA,Megan,4,23/01/2013 04:01,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
BA9SDRZGyRcUMxTdUTVhmw,Kate,409,25/07/2012 15:47,4159,2584,3532,162,4.08,296,15,17,3,1,141,614,615,615,175,1,479,,,
bAhga42kzGU7x67Y5qS8rA,Yolie,47,19/02/2011 20:02,154,93,90,8,3.63,8,1,0,0,0,9,10,18,18,5,1,11,,,
BaI2r65st1iP7lvM794-RA,Donata,15,10/10/2014 18:44,16,3,4,0,3.93,1,0,0,0,0,0,0,1,1,0,1,0,,,
bakpSFQhM_70Kwp0OexvVg,Rafal,7,17/01/2015 04:34,8,0,1,0,4.43,0,0,0,0,0,0,0,0,0,0,1,0,,,
bApM5bEz0u3jhYsUb5740Q,Frankie,258,14/07/2009 18:04,350,62,86,4,3.67,1,3,1,0,0,3,1,3,3,2,1,0,,,
BawuMRHUQxJtvhTwY0I5qA,Adriana,11,31/01/2012 05:57,9,0,0,0,4.45,0,0,0,0,0,0,0,0,0,0,1,0,,,
bBOu3mWvcBSkmNsGwxNkAw,Inga,40,09/07/2012 18:35,40,4,6,0,3.43,0,0,0,0,0,0,2,0,0,1,1,0,,,
BbrWJSn5Q0LabBhCL3cHyw,Amy,4,04/06/2011 19:54,1,1,0,0,3.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
bc2Mexbv7ptqaAWFj2DjLA,C,37,13/08/2011 22:39,79,3,8,0,3.83,0,0,0,0,0,1,0,1,1,0,1,0,,,
BC7D33NxN8VXRmfaQLkHMg,Nicole,41,07/07/2011 23:46,59,19,28,1,4.29,4,0,0,1,0,1,3,2,2,0,1,0,,,
bcekLWUrVzfmbwSyuHIoYg,Cletus,37,08/09/2013 15:58,41,5,8,1,2.75,1,0,0,0,0,0,0,0,0,0,1,0,,,
BchymqxjqvzdjuOwy-GNeA,Dan,2,03/01/2011 21:26,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,,,
bcmcnSWyDY5FephDIdZa5w,Arielle,91,22/05/2011 16:20,83,16,26,7,4.75,1,0,0,0,0,2,3,0,0,1,1,0,,,
bcOvn6POie7furQgYCRAVg,Joe,13,20/04/2010 05:53,8,0,1,0,4.14,0,0,0,0,0,0,0,1,1,0,1,0,,,
